video_id,video_path,split,exercise_type,quality_label,has_knees_forward,has_knees_inward,knees_forward_segments,knees_inward_segments,annotated_error_segments,frame_count,fps,width,height,duration_seconds
36897_1,videos_squat/36897_1.mp4,val,squat,no_annotated_error,False,False,[],[],0,130,30.0,480,600,4.333333333333333
36898_6,videos_squat/36898_6.mp4,train,squat,no_annotated_error,False,False,[],[],0,75,30.0,480,270,2.5
36899_1,videos_squat/36899_1.mp4,val,squat,no_annotated_error,False,False,[],[],0,107,30.0,480,600,3.566666666666667
36900_2,videos_squat/36900_2.mp4,train,squat,knees_inward,False,True,[],"[[2.23, 3.66], [2.23, 3.43]]",2,183,30.0,480,600,6.1
36907_1,videos_squat/36907_1.mp4,test,squat,knees_forward,True,False,"[[0.64, 3.6]]",[],1,116,30.0,480,600,3.8666666666666667
36910_1,videos_squat/36910_1.mp4,train,squat,no_annotated_error,False,False,[],[],0,89,30.0,480,270,2.966666666666667
36911_2,videos_squat/36911_2.mp4,train,squat,no_annotated_error,False,False,[],[],0,94,30.0,480,480,3.1333333333333333
36915_5,videos_squat/36915_5.mp4,train,squat,no_annotated_error,False,False,[],[],0,97,30.0,480,270,3.2333333333333334
36926_4,videos_squat/36926_4.mp4,val,squat,knees_forward,True,False,"[[0.9, 1.97]]",[],1,73,30.0,480,480,2.433333333333333
36930_6,videos_squat/36930_6.mp4,train,squat,no_annotated_error,False,False,[],[],0,73,30.0,480,600,2.433333333333333
36938_5,videos_squat/36938_5.mp4,train,squat,knees_forward,True,False,"[[2.08, 3.37]]",[],1,108,30.0,480,480,3.6
36940_6,videos_squat/36940_6.mp4,test,squat,no_annotated_error,False,False,[],[],0,71,30.0,480,270,2.3666666666666667
36943_3,videos_squat/36943_3.mp4,train,squat,knees_forward,True,False,"[[0.64, 1.67]]",[],1,68,30.0,480,600,2.2666666666666666
36947_1,videos_squat/36947_1.mp4,test,squat,knees_forward,True,False,"[[0.55, 1.91]]",[],1,69,30.0,480,480,2.3
36953_1,videos_squat/36953_1.mp4,train,squat,knees_forward,True,False,"[[2.17, 3.61]]",[],1,119,30.0,480,480,3.966666666666667
36954_2,videos_squat/36954_2.mp4,train,squat,knees_forward,True,False,"[[0.61, 2.06]]",[],1,88,30.0,480,480,2.933333333333333
36963_1,videos_squat/36963_1.mp4,train,squat,no_annotated_error,False,False,[],[],0,106,30.0,480,600,3.533333333333333
36964_1,videos_squat/36964_1.mp4,test,squat,no_annotated_error,False,False,[],[],0,229,30.0,480,600,7.633333333333334
36965_6,videos_squat/36965_6.mp4,train,squat,no_annotated_error,False,False,[],[],0,75,30.0,480,270,2.5
36968_1,videos_squat/36968_1.mp4,train,squat,knees_forward,True,False,"[[0.7, 3.43]]",[],1,177,30.0,480,600,5.9
36971_9,videos_squat/36971_9.mp4,val,squat,knees_forward,True,False,"[[0.9, 2.21]]",[],1,87,30.0,480,480,2.9
36974_2,videos_squat/36974_2.mp4,test,squat,no_annotated_error,False,False,[],[],0,135,30.0,480,600,4.5
36975_1,videos_squat/36975_1.mp4,test,squat,knees_forward,True,False,"[[2.64, 4.55]]",[],1,203,30.0,480,600,6.766666666666667
36977_2,videos_squat/36977_2.mp4,train,squat,knees_forward,True,False,"[[1.77, 2.83]]",[],1,92,30.0,480,600,3.066666666666667
36978_4,videos_squat/36978_4.mp4,test,squat,knees_forward,True,False,"[[2.22, 3.16]]",[],1,96,30.0,480,600,3.2
36979_1,videos_squat/36979_1.mp4,val,squat,knees_forward,True,False,"[[0.88, 4.37]]",[],1,141,30.0,480,480,4.7
36980_1,videos_squat/36980_1.mp4,test,squat,knees_forward,True,False,"[[2.0, 3.01]]",[],1,114,30.0,480,600,3.8
36983_4,videos_squat/36983_4.mp4,train,squat,knees_forward,True,False,"[[0.8, 1.7]]",[],1,78,30.0,480,480,2.6
36984_4,videos_squat/36984_4.mp4,val,squat,knees_forward,True,False,"[[0.58, 2.88]]",[],1,101,30.0,480,480,3.3666666666666667
36990_1,videos_squat/36990_1.mp4,train,squat,multiple_annotated_errors,True,True,"[[3.08, 5.87]]","[[4.16, 5.88], [4.01, 5.85]]",3,229,30.0,480,600,7.633333333333334
36991_2,videos_squat/36991_2.mp4,train,squat,knees_forward,True,False,"[[1.5, 4.32], [1.46, 2.91]]",[],2,142,30.0,480,600,4.733333333333333
36997_1,videos_squat/36997_1.mp4,train,squat,knees_forward,True,False,"[[0.62, 1.99]]",[],1,102,30.0,480,480,3.4
37000_1,videos_squat/37000_1.mp4,train,squat,knees_forward,True,False,"[[0.37, 1.63]]",[],1,81,30.0,480,600,2.7
37022_1,videos_squat/37022_1.mp4,test,squat,knees_forward,True,False,"[[1.86, 3.23], [1.87, 3.01]]",[],2,150,30.0,480,600,5.0
37036_2,videos_squat/37036_2.mp4,unassigned,squat,no_annotated_error,False,False,[],[],0,83,30.0,480,600,2.7666666666666666
37037_1,videos_squat/37037_1.mp4,unassigned,squat,no_annotated_error,False,False,[],[],0,175,30.0,480,480,5.833333333333333
37038_3,videos_squat/37038_3.mp4,unassigned,squat,no_annotated_error,False,False,[],[],0,84,30.0,480,480,2.8
37039_1,videos_squat/37039_1.mp4,unassigned,squat,no_annotated_error,False,False,[],[],0,117,30.0,480,480,3.9
37040_1,videos_squat/37040_1.mp4,unassigned,squat,no_annotated_error,False,False,[],[],0,145,30.0,480,480,4.833333333333333
37041_3,videos_squat/37041_3.mp4,unassigned,squat,no_annotated_error,False,False,[],[],0,85,30.0,480,480,2.8333333333333335
37042_2,videos_squat/37042_2.mp4,unassigned,squat,no_annotated_error,False,False,[],[],0,116,30.0,480,480,3.8666666666666667
37043_1,videos_squat/37043_1.mp4,unassigned,squat,no_annotated_error,False,False,[],[],0,89,30.0,480,270,2.966666666666667
37044_4,videos_squat/37044_4.mp4,unassigned,squat,no_annotated_error,False,False,[],[],0,88,30.0,480,600,2.933333333333333
37045_1,videos_squat/37045_1.mp4,unassigned,squat,no_annotated_error,False,False,[],[],0,95,30.0,480,600,3.1666666666666665
37046_4,videos_squat/37046_4.mp4,unassigned,squat,no_annotated_error,False,False,[],[],0,96,30.0,480,600,3.2
37047_2,videos_squat/37047_2.mp4,unassigned,squat,no_annotated_error,False,False,[],[],0,244,30.0,480,480,8.133333333333333
37048_2,videos_squat/37048_2.mp4,unassigned,squat,no_annotated_error,False,False,[],[],0,206,30.0,480,480,6.866666666666666
37049_3,videos_squat/37049_3.mp4,unassigned,squat,no_annotated_error,False,False,[],[],0,74,30.0,480,600,2.466666666666667
37050_1,videos_squat/37050_1.mp4,unassigned,squat,no_annotated_error,False,False,[],[],0,91,30.0,480,270,3.033333333333333
37051_1,videos_squat/37051_1.mp4,unassigned,squat,no_annotated_error,False,False,[],[],0,114,30.0,480,600,3.8
37052_1,videos_squat/37052_1.mp4,unassigned,squat,no_annotated_error,False,False,[],[],0,81,30.0,480,600,2.7
37053_4,videos_squat/37053_4.mp4,unassigned,squat,no_annotated_error,False,False,[],[],0,131,30.0,480,480,4.366666666666666
37054_1,videos_squat/37054_1.mp4,unassigned,squat,no_annotated_error,False,False,[],[],0,102,30.0,480,480,3.4
37055_1,videos_squat/37055_1.mp4,unassigned,squat,no_annotated_error,False,False,[],[],0,87,30.0,480,600,2.9
37056_1,videos_squat/37056_1.mp4,unassigned,squat,no_annotated_error,False,False,[],[],0,249,30.0,480,480,8.3
37057_3,videos_squat/37057_3.mp4,unassigned,squat,no_annotated_error,False,False,[],[],0,98,30.0,480,600,3.2666666666666666
37058_2,videos_squat/37058_2.mp4,unassigned,squat,no_annotated_error,False,False,[],[],0,75,30.0,480,600,2.5
37067_1,videos_squat/37067_1.mp4,train,squat,knees_forward,True,False,"[[0.66, 3.89]]",[],1,130,30.0,480,480,4.333333333333333
37069_1,videos_squat/37069_1.mp4,train,squat,knees_forward,True,False,"[[0.99, 2.08]]",[],1,92,30.0,480,600,3.066666666666667
37070_1,videos_squat/37070_1.mp4,train,squat,knees_forward,True,False,"[[0.87, 3.47]]",[],1,184,30.0,480,600,6.133333333333334
37072_3,videos_squat/37072_3.mp4,train,squat,knees_forward,True,False,"[[0.84, 2.51]]",[],1,109,30.0,480,480,3.6333333333333333
37073_2,videos_squat/37073_2.mp4,train,squat,knees_forward,True,False,"[[0.48, 1.11]]",[],1,78,30.0,480,480,2.6
37076_1,videos_squat/37076_1.mp4,train,squat,knees_forward,True,False,"[[1.15, 2.07]]",[],1,89,30.0,480,480,2.966666666666667
37077_2,videos_squat/37077_2.mp4,val,squat,no_annotated_error,False,False,[],[],0,82,30.0,480,480,2.7333333333333334
37080_4,videos_squat/37080_4.mp4,val,squat,knees_forward,True,False,"[[0.48, 1.6], [0.61, 1.4]]",[],2,72,30.0,480,600,2.4
37081_1,videos_squat/37081_1.mp4,train,squat,knees_forward,True,False,"[[0.55, 2.02]]",[],1,71,30.0,480,480,2.3666666666666667
37083_1,videos_squat/37083_1.mp4,test,squat,no_annotated_error,False,False,[],[],0,77,30.0,480,600,2.566666666666667
37092_1,videos_squat/37092_1.mp4,train,squat,knees_forward,True,False,"[[0.9, 2.02]]",[],1,87,30.0,480,600,2.9
37093_3,videos_squat/37093_3.mp4,train,squat,no_annotated_error,False,False,[],[],0,77,30.0,480,600,2.566666666666667
37094_1,videos_squat/37094_1.mp4,train,squat,knees_forward,True,False,"[[3.16, 5.27]]",[],1,191,30.0,480,600,6.366666666666666
37095_5,videos_squat/37095_5.mp4,train,squat,no_annotated_error,False,False,[],[],0,117,30.0,480,264,3.9
37099_7,videos_squat/37099_7.mp4,val,squat,no_annotated_error,False,False,[],[],0,76,30.0,480,600,2.533333333333333
37100_3,videos_squat/37100_3.mp4,train,squat,knees_forward,True,False,"[[0.75, 2.75]]",[],1,120,30.0,480,270,4.0
37105_3,videos_squat/37105_3.mp4,train,squat,no_annotated_error,False,False,[],[],0,128,30.0,480,480,4.266666666666667
37108_11,videos_squat/37108_11.mp4,test,squat,knees_forward,True,False,"[[0.67, 2.0]]",[],1,70,30.0,480,480,2.3333333333333335
37114_1,videos_squat/37114_1.mp4,train,squat,knees_forward,True,False,"[[2.49, 3.79]]",[],1,198,30.0,480,600,6.6
37117_1,videos_squat/37117_1.mp4,test,squat,knees_forward,True,False,"[[3.3, 5.24]]",[],1,168,30.0,480,600,5.6
37120_3,videos_squat/37120_3.mp4,train,squat,no_annotated_error,False,False,[],[],0,77,30.0,480,480,2.566666666666667
37121_13,videos_squat/37121_13.mp4,train,squat,no_annotated_error,False,False,[],[],0,83,30.0,480,480,2.7666666666666666
37122_4,videos_squat/37122_4.mp4,val,squat,knees_forward,True,False,"[[4.21, 5.51]]",[],1,173,30.0,480,480,5.766666666666667
37131_1,videos_squat/37131_1.mp4,train,squat,no_annotated_error,False,False,[],[],0,69,30.0,480,480,2.3
37135_3,videos_squat/37135_3.mp4,train,squat,no_annotated_error,False,False,[],[],0,70,30.0,480,480,2.3333333333333335
37137_1,videos_squat/37137_1.mp4,val,squat,knees_forward,True,False,"[[0.72, 2.81]]",[],1,122,30.0,480,480,4.066666666666666
37139_1,videos_squat/37139_1.mp4,val,squat,knees_inward,False,True,[],"[[2.54, 3.27]]",1,172,30.0,480,480,5.733333333333333
37145_1,videos_squat/37145_1.mp4,train,squat,knees_forward,True,False,"[[2.63, 3.91]]",[],1,131,30.0,480,480,4.366666666666666
37151_1,videos_squat/37151_1.mp4,train,squat,knees_forward,True,False,"[[0.64, 4.72]]",[],1,155,30.0,480,600,5.166666666666667
37164_1,videos_squat/37164_1.mp4,train,squat,no_annotated_error,False,False,[],[],0,91,30.0,480,480,3.033333333333333
37165_2,videos_squat/37165_2.mp4,train,squat,knees_forward,True,False,"[[1.67, 2.85]]",[],1,142,30.0,480,600,4.733333333333333
37172_2,videos_squat/37172_2.mp4,train,squat,knees_forward,True,False,"[[0.68, 1.62]]",[],1,67,30.0,480,480,2.2333333333333334
37173_1,videos_squat/37173_1.mp4,test,squat,knees_forward,True,False,"[[1.19, 2.36]]",[],1,97,30.0,480,480,3.2333333333333334
37179_1,videos_squat/37179_1.mp4,train,squat,knees_forward,True,False,"[[0.76, 4.08]]",[],1,130,30.0,480,270,4.333333333333333
37180_2,videos_squat/37180_2.mp4,train,squat,knees_forward,True,False,"[[0.98, 2.34]]",[],1,90,30.0,480,600,3.0
37193_1,videos_squat/37193_1.mp4,train,squat,knees_forward,True,False,"[[1.33, 2.61], [1.43, 2.18]]",[],2,101,30.0,480,480,3.3666666666666667
37196_5,videos_squat/37196_5.mp4,train,squat,knees_forward,True,False,"[[1.14, 2.87]]",[],1,93,30.0,480,480,3.1
37197_5,videos_squat/37197_5.mp4,train,squat,multiple_annotated_errors,True,True,"[[0.89, 2.09]]","[[1.44, 2.31], [1.43, 2.1]]",3,83,30.0,480,600,2.7666666666666666
37203_3,videos_squat/37203_3.mp4,val,squat,no_annotated_error,False,False,[],[],0,96,30.0,480,480,3.2
37205_5,videos_squat/37205_5.mp4,train,squat,multiple_annotated_errors,True,True,"[[0.95, 2.12]]","[[1.4, 2.61]]",2,89,30.0,480,600,2.966666666666667
37206_3,videos_squat/37206_3.mp4,train,squat,knees_forward,True,False,"[[0.97, 1.73]]",[],1,59,30.0,480,480,1.9666666666666666
37214_1,videos_squat/37214_1.mp4,test,squat,knees_forward,True,False,"[[2.03, 4.38]]",[],1,139,30.0,480,480,4.633333333333334
37215_5,videos_squat/37215_5.mp4,train,squat,no_annotated_error,False,False,[],[],0,150,30.0,480,600,5.0
37219_5,videos_squat/37219_5.mp4,val,squat,no_annotated_error,False,False,[],[],0,61,30.0,480,600,2.033333333333333
37223_1,videos_squat/37223_1.mp4,train,squat,knees_forward,True,False,"[[2.21, 5.23], [4.62, 5.32]]",[],2,167,30.0,480,600,5.566666666666666
37224_1,videos_squat/37224_1.mp4,val,squat,knees_forward,True,False,"[[1.16, 3.45]]",[],1,130,30.0,480,600,4.333333333333333
37238_1,videos_squat/37238_1.mp4,train,squat,knees_forward,True,False,"[[0.7, 2.71]]",[],1,118,30.0,480,600,3.933333333333333
37242_1,videos_squat/37242_1.mp4,train,squat,knees_forward,True,False,"[[2.15, 3.19]]",[],1,149,30.0,480,324,4.966666666666667
37249_4,videos_squat/37249_4.mp4,test,squat,no_annotated_error,False,False,[],[],0,76,30.0,480,480,2.533333333333333
37250_4,videos_squat/37250_4.mp4,test,squat,no_annotated_error,False,False,[],[],0,76,30.0,480,480,2.533333333333333
37251_1,videos_squat/37251_1.mp4,train,squat,knees_forward,True,False,"[[2.85, 4.44]]",[],1,151,30.0,480,480,5.033333333333333
37261_2,videos_squat/37261_2.mp4,val,squat,knees_forward,True,False,"[[1.94, 4.11]]",[],1,129,30.0,480,600,4.3
37262_2,videos_squat/37262_2.mp4,test,squat,knees_forward,True,False,"[[1.95, 4.05]]",[],1,129,30.0,480,600,4.3
37265_1,videos_squat/37265_1.mp4,test,squat,knees_forward,True,False,"[[3.06, 5.97]]",[],1,190,30.0,480,600,6.333333333333333
37278_3,videos_squat/37278_3.mp4,train,squat,no_annotated_error,False,False,[],[],0,72,30.0,480,480,2.4
37286_1,videos_squat/37286_1.mp4,test,squat,multiple_annotated_errors,True,True,"[[0.82, 3.66]]","[[1.72, 3.47], [1.76, 3.27]]",3,138,30.0,480,600,4.6
37287_2,videos_squat/37287_2.mp4,train,squat,knees_forward,True,False,"[[1.02, 2.6]]",[],1,99,30.0,480,600,3.3
37292_4,videos_squat/37292_4.mp4,val,squat,no_annotated_error,False,False,[],[],0,133,30.0,480,480,4.433333333333334
37295_2,videos_squat/37295_2.mp4,train,squat,knees_forward,True,False,"[[1.18, 3.61]]",[],1,119,30.0,480,270,3.966666666666667
37300_6,videos_squat/37300_6.mp4,train,squat,knees_forward,True,False,"[[1.73, 2.63]]",[],1,82,30.0,480,270,2.7333333333333334
37304_1,videos_squat/37304_1.mp4,train,squat,knees_forward,True,False,"[[1.15, 3.61]]",[],1,122,30.0,480,600,4.066666666666666
37305_3,videos_squat/37305_3.mp4,train,squat,knees_forward,True,False,"[[0.65, 1.75]]",[],1,100,30.0,480,480,3.3333333333333335
37327_1,videos_squat/37327_1.mp4,train,squat,knees_forward,True,False,"[[1.73, 2.64], [0.83, 1.6], [2.29, 3.01]]",[],3,138,30.0,480,480,4.6
37337_1,videos_squat/37337_1.mp4,train,squat,knees_forward,True,False,"[[2.03, 2.85]]",[],1,90,30.0,480,600,3.0
37340_1,videos_squat/37340_1.mp4,train,squat,knees_forward,True,False,"[[1.31, 3.53]]",[],1,120,30.0,480,480,4.0
37342_4,videos_squat/37342_4.mp4,train,squat,knees_forward,True,False,"[[1.35, 3.25]]",[],1,136,30.0,480,600,4.533333333333333
37351_3,videos_squat/37351_3.mp4,train,squat,knees_forward,True,False,"[[0.67, 2.3]]",[],1,96,30.0,480,600,3.2
37362_7,videos_squat/37362_7.mp4,train,squat,no_annotated_error,False,False,[],[],0,156,30.0,480,480,5.2
37367_2,videos_squat/37367_2.mp4,train,squat,knees_forward,True,False,"[[1.82, 3.69]]",[],1,116,30.0,480,480,3.8666666666666667
37371_1,videos_squat/37371_1.mp4,train,squat,knees_forward,True,False,"[[2.16, 2.99]]",[],1,110,30.0,480,600,3.6666666666666665
37376_2,videos_squat/37376_2.mp4,train,squat,no_annotated_error,False,False,[],[],0,116,30.0,480,600,3.8666666666666667
37389_1,videos_squat/37389_1.mp4,train,squat,no_annotated_error,False,False,[],[],0,82,30.0,480,264,2.7333333333333334
37394_4,videos_squat/37394_4.mp4,train,squat,knees_forward,True,False,"[[1.39, 2.46]]",[],1,93,30.0,480,600,3.1
37400_2,videos_squat/37400_2.mp4,train,squat,no_annotated_error,False,False,[],[],0,77,30.0,480,480,2.566666666666667
37403_1,videos_squat/37403_1.mp4,train,squat,knees_forward,True,False,"[[2.34, 3.72]]",[],1,121,30.0,480,600,4.033333333333333
37405_1,videos_squat/37405_1.mp4,train,squat,multiple_annotated_errors,True,True,"[[0.86, 2.02]]","[[1.55, 2.49], [1.59, 2.39]]",3,90,30.0,480,600,3.0
37410_1,videos_squat/37410_1.mp4,train,squat,no_annotated_error,False,False,[],[],0,98,30.0,480,480,3.2666666666666666
37412_1,videos_squat/37412_1.mp4,train,squat,knees_forward,True,False,"[[1.56, 2.89]]",[],1,126,30.0,480,480,4.2
37413_6,videos_squat/37413_6.mp4,train,squat,no_annotated_error,False,False,[],[],0,67,30.0,480,270,2.2333333333333334
37421_2,videos_squat/37421_2.mp4,train,squat,no_annotated_error,False,False,[],[],0,47,30.0,480,600,1.5666666666666667
37423_1,videos_squat/37423_1.mp4,train,squat,multiple_annotated_errors,True,True,"[[0.69, 2.23]]","[[1.59, 2.67]]",2,150,30.0,480,480,5.0
37427_2,videos_squat/37427_2.mp4,train,squat,no_annotated_error,False,False,[],[],0,73,30.0,480,480,2.433333333333333
37428_1,videos_squat/37428_1.mp4,train,squat,knees_forward,True,False,"[[2.98, 3.95]]",[],1,189,30.0,480,480,6.3
37429_1,videos_squat/37429_1.mp4,test,squat,knees_forward,True,False,"[[0.79, 2.46]]",[],1,90,30.0,480,480,3.0
37430_2,videos_squat/37430_2.mp4,train,squat,knees_forward,True,False,"[[0.71, 1.64]]",[],1,71,30.0,480,600,2.3666666666666667
37432_2,videos_squat/37432_2.mp4,train,squat,knees_forward,True,False,"[[0.87, 4.17]]",[],1,131,30.0,480,480,4.366666666666666
37448_1,videos_squat/37448_1.mp4,train,squat,knees_forward,True,False,"[[0.92, 3.23]]",[],1,112,30.0,480,480,3.7333333333333334
37453_6,videos_squat/37453_6.mp4,train,squat,no_annotated_error,False,False,[],[],0,176,30.0,480,270,5.866666666666666
37455_1,videos_squat/37455_1.mp4,train,squat,knees_forward,True,False,"[[0.51, 6.2]]",[],1,320,30.0,480,600,10.666666666666666
37456_6,videos_squat/37456_6.mp4,test,squat,knees_forward,True,False,"[[1.33, 2.39]]",[],1,80,30.0,480,598,2.6666666666666665
37457_2,videos_squat/37457_2.mp4,train,squat,no_annotated_error,False,False,[],[],0,70,30.0,480,480,2.3333333333333335
37460_16,videos_squat/37460_16.mp4,val,squat,no_annotated_error,False,False,[],[],0,62,30.0,480,600,2.066666666666667
37471_3,videos_squat/37471_3.mp4,val,squat,knees_forward,True,False,"[[0.73, 2.3], [0.57, 1.95]]",[],2,85,30.0,480,600,2.8333333333333335
37474_3,videos_squat/37474_3.mp4,train,squat,knees_forward,True,False,"[[1.66, 2.81]]",[],1,106,30.0,480,480,3.533333333333333
37478_3,videos_squat/37478_3.mp4,train,squat,knees_forward,True,False,"[[0.66, 2.74], [0.87, 2.28]]",[],2,93,30.0,480,600,3.1
37483_1,videos_squat/37483_1.mp4,train,squat,knees_forward,True,False,"[[2.4, 4.92]]",[],1,155,30.0,480,480,5.166666666666667
37485_4,videos_squat/37485_4.mp4,test,squat,knees_forward,True,False,"[[0.47, 1.95]]",[],1,89,30.0,480,264,2.966666666666667
37490_4,videos_squat/37490_4.mp4,train,squat,no_annotated_error,False,False,[],[],0,64,30.0,480,480,2.1333333333333333
37491_2,videos_squat/37491_2.mp4,test,squat,no_annotated_error,False,False,[],[],0,84,30.0,480,600,2.8
37498_1,videos_squat/37498_1.mp4,train,squat,knees_forward,True,False,"[[0.86, 2.25]]",[],1,89,30.0,480,600,2.966666666666667
37499_1,videos_squat/37499_1.mp4,test,squat,no_annotated_error,False,False,[],[],0,85,30.0,480,600,2.8333333333333335
37500_6,videos_squat/37500_6.mp4,train,squat,knees_forward,True,False,"[[1.02, 2.11]]",[],1,87,30.0,480,600,2.9
37504_1,videos_squat/37504_1.mp4,train,squat,knees_inward,False,True,[],"[[2.06, 3.9], [2.21, 3.64]]",2,136,30.0,480,600,4.533333333333333
37508_2,videos_squat/37508_2.mp4,train,squat,knees_forward,True,False,"[[0.83, 2.35], [0.92, 1.66]]",[],2,86,30.0,480,480,2.8666666666666667
37517_7,videos_squat/37517_7.mp4,train,squat,no_annotated_error,False,False,[],[],0,69,30.0,480,480,2.3
37521_1,videos_squat/37521_1.mp4,train,squat,no_annotated_error,False,False,[],[],0,128,30.0,480,600,4.266666666666667
37524_2,videos_squat/37524_2.mp4,train,squat,knees_forward,True,False,"[[1.21, 2.54]]",[],1,108,30.0,480,600,3.6
37526_1,videos_squat/37526_1.mp4,train,squat,knees_forward,True,False,"[[0.55, 2.17]]",[],1,79,30.0,480,480,2.6333333333333333
37527_2,videos_squat/37527_2.mp4,train,squat,knees_forward,True,False,"[[2.97, 4.32]]",[],1,148,30.0,480,600,4.933333333333334
37531_7,videos_squat/37531_7.mp4,train,squat,no_annotated_error,False,False,[],[],0,101,30.0,480,480,3.3666666666666667
37535_2,videos_squat/37535_2.mp4,train,squat,no_annotated_error,False,False,[],[],0,107,30.0,480,600,3.566666666666667
37547_1,videos_squat/37547_1.mp4,train,squat,no_annotated_error,False,False,[],[],0,94,30.0,480,600,3.1333333333333333
37555_3,videos_squat/37555_3.mp4,train,squat,no_annotated_error,False,False,[],[],0,99,30.0,480,480,3.3
37556_3,videos_squat/37556_3.mp4,train,squat,no_annotated_error,False,False,[],[],0,77,30.0,480,480,2.566666666666667
37561_1,videos_squat/37561_1.mp4,test,squat,knees_forward,True,False,"[[2.61, 4.05]]",[],1,143,30.0,480,600,4.766666666666667
37568_2,videos_squat/37568_2.mp4,train,squat,multiple_annotated_errors,True,True,"[[1.15, 5.08]]","[[3.49, 4.66]]",2,165,30.0,480,480,5.5
37576_1,videos_squat/37576_1.mp4,train,squat,multiple_annotated_errors,True,True,"[[0.76, 1.94]]","[[1.42, 2.4], [1.47, 2.34]]",3,91,30.0,480,600,3.033333333333333
37580_1,videos_squat/37580_1.mp4,train,squat,knees_forward,True,False,"[[1.3, 2.23]]",[],1,74,30.0,480,480,2.466666666666667
37582_2,videos_squat/37582_2.mp4,train,squat,no_annotated_error,False,False,[],[],0,94,30.0,480,480,3.1333333333333333
37586_1,videos_squat/37586_1.mp4,train,squat,no_annotated_error,False,False,[],[],0,169,30.0,480,600,5.633333333333334
37587_4,videos_squat/37587_4.mp4,train,squat,knees_forward,True,False,"[[1.49, 2.52]]",[],1,102,30.0,480,480,3.4
37589_1,videos_squat/37589_1.mp4,train,squat,knees_forward,True,False,"[[0.9, 3.53]]",[],1,162,30.0,480,480,5.4
37596_1,videos_squat/37596_1.mp4,train,squat,knees_forward,True,False,"[[1.42, 2.41]]",[],1,137,30.0,480,600,4.566666666666666
37597_3,videos_squat/37597_3.mp4,train,squat,no_annotated_error,False,False,[],[],0,77,30.0,480,600,2.566666666666667
37603_1,videos_squat/37603_1.mp4,train,squat,knees_forward,True,False,"[[0.92, 2.45], [0.57, 2.19]]",[],2,104,30.0,480,480,3.466666666666667
37605_7,videos_squat/37605_7.mp4,train,squat,knees_forward,True,False,"[[0.92, 1.49], [0.43, 1.27]]",[],2,55,30.0,480,600,1.8333333333333333
37609_3,videos_squat/37609_3.mp4,val,squat,knees_forward,True,False,"[[0.59, 1.81]]",[],1,65,30.0,480,480,2.1666666666666665
37611_1,videos_squat/37611_1.mp4,val,squat,knees_forward,True,False,"[[1.29, 3.16]]",[],1,108,30.0,480,600,3.6
37615_1,videos_squat/37615_1.mp4,train,squat,knees_forward,True,False,"[[0.88, 1.93]]",[],1,85,30.0,480,600,2.8333333333333335
37618_2,videos_squat/37618_2.mp4,train,squat,no_annotated_error,False,False,[],[],0,101,30.0,480,480,3.3666666666666667
37619_2,videos_squat/37619_2.mp4,train,squat,knees_forward,True,False,"[[1.28, 2.12]]",[],1,83,30.0,480,480,2.7666666666666666
37630_4,videos_squat/37630_4.mp4,test,squat,no_annotated_error,False,False,[],[],0,90,30.0,480,480,3.0
37632_2,videos_squat/37632_2.mp4,val,squat,no_annotated_error,False,False,[],[],0,110,30.0,480,600,3.6666666666666665
37640_3,videos_squat/37640_3.mp4,test,squat,knees_forward,True,False,"[[2.4, 6.16]]",[],1,201,30.0,480,480,6.7
37643_3,videos_squat/37643_3.mp4,test,squat,knees_forward,True,False,"[[1.33, 3.33]]",[],1,125,30.0,480,480,4.166666666666667
37653_1,videos_squat/37653_1.mp4,val,squat,knees_forward,True,False,"[[0.71, 2.07]]",[],1,113,30.0,480,600,3.7666666666666666
37662_2,videos_squat/37662_2.mp4,train,squat,knees_forward,True,False,"[[0.85, 2.22]]",[],1,90,30.0,480,600,3.0
37663_5,videos_squat/37663_5.mp4,train,squat,no_annotated_error,False,False,[],[],0,86,30.0,480,480,2.8666666666666667
37664_2,videos_squat/37664_2.mp4,train,squat,knees_forward,True,False,"[[1.28, 3.48]]",[],1,117,30.0,480,480,3.9
37665_1,videos_squat/37665_1.mp4,train,squat,multiple_annotated_errors,True,True,"[[1.31, 4.76]]","[[2.23, 4.46], [2.49, 4.51]]",3,150,30.0,480,600,5.0
37670_1,videos_squat/37670_1.mp4,train,squat,knees_forward,True,False,"[[3.28, 6.55]]",[],1,239,30.0,480,480,7.966666666666667
37673_12,videos_squat/37673_12.mp4,train,squat,no_annotated_error,False,False,[],[],0,79,30.0,480,480,2.6333333333333333
37676_1,videos_squat/37676_1.mp4,train,squat,knees_forward,True,False,"[[0.76, 2.17]]",[],1,98,30.0,480,600,3.2666666666666666
37682_2,videos_squat/37682_2.mp4,train,squat,knees_forward,True,False,"[[0.64, 1.88]]",[],1,72,30.0,480,270,2.4
37691_1,videos_squat/37691_1.mp4,train,squat,multiple_annotated_errors,True,True,"[[0.7, 1.66]]","[[1.14, 2.13], [1.3, 1.98]]",3,75,30.0,480,480,2.5
37694_9,videos_squat/37694_9.mp4,train,squat,no_annotated_error,False,False,[],[],0,91,30.0,480,480,3.033333333333333
37697_2,videos_squat/37697_2.mp4,train,squat,no_annotated_error,False,False,[],[],0,77,30.0,480,480,2.566666666666667
37701_14,videos_squat/37701_14.mp4,train,squat,no_annotated_error,False,False,[],[],0,93,30.0,480,480,3.1
